murdock_name,land_area,atlantic_number15,atlantic_number16,atlantic_number17,atlantic_number18,indian_number15,indian_number16,indian_number17,indian_number18,atlantic_all_years,indian_all_years,NAME,TRIBE_CODE,LAT,LON,geometry
ABABDA,155478.9097123778,0,0,0,0,0,0,0,0,0,0,ABABDA,1,23.1618,33.7016,"POLYGON ((35.739710020254925 22.87610925401416, 35.54412002007277 22.643259253797304, 35.070680019631844 22.278319253457425, 34.54792001914499 21.854189253062422, 34.143520018768356 21.548429252777662, 33.896940018538714 21.410339252649056, 33.67008001832743 21.262389252511266, 33.51227001818046 21.134169252391853, 33.37418001805185 20.96648925223569, 33.32486001800592 20.680449251969293, 33.334730018015115 20.2563292515743, 33.39391001807023 19.832199251179297, 33.37053201804846 19.819398251167378, 32.5653800172986 19.378489250756747, 32.56392901729725 19.383198250761133, 32.36812001711489 20.019609251353838, 32.26948001702302 20.483189251785582, 32.131400016894425 21.134169252391853, 32.082080016848494 21.52869925275929, 32.062350016830116 21.824599253034865, 31.973580016747444 22.002139253200212, 31.973580016747444 22.228999253411494, 32.04263001681175 22.426269253595216, 32.12153001688523 22.584079253742186, 32.29907001705058 22.78134925392591, 32.41743001716081 22.889849254026956, 32.55552001728942 23.027929254155556, 32.723200017445585 23.175879254293342, 32.81197001752825 23.39287925449544, 32.90074001761093 23.64931925473427, 32.920470017629306 23.935359255000666, 32.912750017622116 24.058741255115574, 32.92441001763297 24.05963925511641, 33.02304001772483 24.316089255355248, 33.07236001777076 24.71061925572268, 32.99345001769727 25.04597925603501, 32.835640017550304 25.322149256292214, 32.737010017458445 25.57859925653105, 32.766600017486 25.825179256760695, 32.835640017550304 26.012589256935236, 32.940128017647616 26.21284625712174, 32.94414001765135 26.20590925711528, 34.09989001872773 26.433269257327023, 34.10110001872885 26.429999257323978, 34.10972001873688 26.410549257305863, 34.12222001874852 26.394439257290863, 34.129710018755496 26.387499257284396, 34.14305001876792 26.372219257270167, 34.15166001877594 26.352779257252063, 34.15500001877905 26.343049257243, 34.162500018786034 26.335829257236277, 34.16750001879069 26.326939257228, 34.17333001879612 26.31860925722024, 34.18194001880414 26.299719257202646, 34.18722001880906 26.290829257194368, 34.19138001881293 26.281669257185836, 34.20111001882199 26.25054925715685, 34.2063800188269 26.241669257148583, 34.21416001883415 26.221659257129946, 34.22277001884217 26.202769257112354, 34.228610018847604 26.194439257104598, 34.236660018855105 26.187499257098132, 34.250000018867524 26.172779257084425, 34.25500001887218 26.163609257075883, 34.26639001888279 26.133889257048207, 34.271390018887445 26.12610925704096, 34.283880018899076 26.109999257025954, 34.28750001890245 26.100279257016904, 34.300830018914866 26.08499925700267, 34.3066600189203 26.076659256994905, 34.311660018924954 26.067499256986373, 34.315830018928835 26.057779256977323, 34.324170018936606 26.026109256947827, 34.332770018944615 26.007219256930235, 34.343600018954696 25.989999256914196, 34.35110001896168 25.982779256907474, 34.35750001896764 25.974999256900226, 34.36666001897618 25.96943925689505, 34.37305001898213 25.96110925688729, 34.37444001898342 25.94916925687617, 34.38027001898885 25.941669256869186, 34.40778001901447 25.92443925685314, 34.41306001901939 25.91527925684461, 34.416380019022476 25.904999256835033, 34.41750001902352 25.893329256824167, 34.42444001902999 25.87332925680554, 34.42889001903413 25.863609256796487, 34.43472001903956 25.854999256788467, 34.43805001904266 25.845279256779417, 34.44555001904965 25.837779256772432, 34.46194001906491 25.824999256760528, 34.46916001907164 25.817779256753806, 34.47778001907966 25.799719256736985, 34.48138001908301 25.78999925672793, 34.487220019088454 25.781669256720175, 34.493610019094405 25.77388925671293, 34.50916001910889 25.760559256700514, 34.52638001912492 25.748329256689125, 34.536110019133986 25.742499256683693, 34.54361001914097 25.73554925667722, 34.5494400191464 25.727219256669464, 34.55444001915106 25.718049256660922, 34.559720019155975 25.697499256641784, 34.56389001915986 25.686939256631952, 34.5763900191715 25.67166925661773, 34.58055001917538 25.66193925660867, 34.583330019177964 25.651389256598844, 34.585270019179774 25.639719256587973, 34.58861001918288 25.62999925657892, 34.59305001918702 25.62027925656987, 34.6052700191984 25.604159256554855, 34.61278001920539 25.597219256548392, 34.62527001921703 25.581109256533388, 34.634440019225565 25.562769256516308, 34.63721001922814 25.551939256506223, 34.63833001922919 25.540279256495364, 34.640830019231515 25.529159256485006, 34.64861001923876 25.5097192564669, 34.66917001925791 25.487219256445947, 34.672490019261 25.477499256436893, 34.67638001926462 25.45471925641568, 34.67999001926798 25.444159256405843, 34.68833001927575 25.42554925638851, 34.69527001928222 25.404719256369113, 34.700550019287135 25.383889256349715, 34.719990019305236 25.373049256339616, 34.73472001931896 25.35888925632643, 34.74472001932827 25.34082925630961, 34.75999001934249 25.301939256273393, 34.77083001935259 25.284439256257095, 34.77833001935957 25.27749925625063, 34.79250001937277 25.25026925622527, 34.79583001937587 25.239999256215704, 34.809440019388546 25.211939256189574, 34.81528001939398 25.203609256181814, 34.81944001939786 25.194439256173276, 34.837490019414666 25.16999925615051, 34.84444001942114 25.149999256131885, 34.8494400194258 25.140829256123347, 34.86472001944003 25.121939256105755, 34.876110019450635 25.104999256089975, 34.880270019454514 25.096109256081697, 34.895270019468484 25.06943925605686, 34.914160019486076 25.04555925603462, 34.92416001949539 25.027499256017798, 34.936390019506774 25.011109256002534, 34.94083001951091 25.002219255994255, 34.94194001951195 24.990559255983396, 34.93999001951013 24.97749925597123, 34.94083001951091 24.96499925595959, 34.94527001951505 24.95527925595054, 34.97111001953911 24.93749925593398, 34.97916001954661 24.93110925592803, 34.98638001955333 24.923889255921306, 34.99055001955722 24.914169255912253, 34.99166001955825 24.901939255900864, 34.99110001955773 24.88888925588871, 34.99166001955825 24.87638925587707, 34.995830019562135 24.867219255868527, 34.99833001956446 24.856389255858442, 34.99444001956084 24.830279255834125, 34.995550019561875 24.818609255823255, 34.99889001956498 24.808329255813682, 35.017490019582304 24.796669255802822, 35.032780019596544 24.783049255790136, 35.040830019604044 24.777499255784967, 35.05639001961853 24.76304925577151, 35.06277001962448 24.755549255764524, 35.070270019631465 24.748329255757803, 35.075000019635866 24.739999255750043, 35.08166001964207 24.731389255742027, 35.08666001964673 24.723049255734256, 35.090000019649835 24.713329255725206, 35.092500019652164 24.701659255714336, 35.09472001965423 24.67832925569261, 35.10222001966122 24.671109255685884, 35.10555001966432 24.661389255676834, 35.10833001966691 24.638049255655094, 35.11194001967027 24.62749925564527, 35.11749001967544 24.619719255638024, 35.13861001969511 24.59721925561707, 35.14611001970209 24.59082925561112, 35.165280019719944 24.57999925560103, 35.1702700197246 24.570829255592493, 35.16611001972072 24.559999255582404, 35.156100019711396 24.556109255578782, 35.147500019703386 24.550829255573866, 35.14194001969821 24.541389255565075, 35.141390019697695 24.52832925555291, 35.13861001969511 24.517499255542823, 35.17694001973081 24.490279255517475, 35.19167001974453 24.476109255504277, 35.203050019755125 24.45915925548849, 35.209720019761335 24.438329255469093, 35.22138001977219 24.42221925545409, 35.23499001978487 24.40721925544012, 35.252780019801435 24.394999255428736, 35.27111001981851 24.38415925541864, 35.28555001983196 24.369999255405453, 35.29444001984024 24.363609255399503, 35.32333001986714 24.3474992553845, 35.33055001987387 24.341109255378548, 35.33694001987982 24.33249925537053, 35.34360001988602 24.325549255364056, 35.35305001989482 24.319719255358628, 35.36694001990776 24.304719255344658, 35.38305001992276 24.29054925533146, 35.39777001993647 24.263889255306633, 35.40583001994398 24.25749925530068, 35.41944001995665 24.242779255286973, 35.43027001996674 24.225279255270674, 35.444440019979936 24.18554925523367, 35.45166001998666 24.17832925522695, 35.461940019996234 24.171109255220223, 35.47166002000529 24.166109255215567, 35.47805002001124 24.158329255208322, 35.483600020016404 24.149999255200562, 35.48722002001978 24.1402692551915, 35.489720020022105 24.129169255181164, 35.49472002002676 24.119999255172623, 35.50111002003271 24.1127792551659, 35.513050020043835 24.11054925516382, 35.513610020044354 24.120829255173398, 35.49750002002935 24.1336092551853, 35.49472002002676 24.143329255194352, 35.50527002003659 24.144439255195387, 35.51583002004642 24.139159255190467, 35.57166002009842 24.105829255159428, 35.579720020105924 24.099159255153214, 35.594160020119375 24.084999255140026, 35.59916002012403 24.07665925513226, 35.603050020127654 24.065549255121912, 35.6108300201349 24.033609255092166, 35.61666002014033 24.024439255083628, 35.62389002014706 24.018059255077684, 35.634990020157396 24.01360925507354, 35.64833002016982 24.012499255072505, 35.660550020181205 24.01332925507328, 35.67110002019103 24.01638925507613, 35.68388002020293 24.017499255077162, 35.697490020215604 24.016109255075868, 35.70861002022596 24.013889255073803, 35.71972002023631 24.009159255069395, 35.733920020249535 23.999999255060864, 35.755000020269165 23.98610925504793, 35.763050020276665 23.978889255041206, 35.78305002029529 23.956939255020764, 35.78860002030046 23.948329255012744, 35.791380020303045 23.937499255002656, 35.80416002031495 23.921939254988168, 35.81305002032323 23.916109254982736, 35.8172100203271 23.906939254974198, 35.8072200203178 23.90249925497006, 35.7944400203059 23.9055492549729, 35.7788800202914 23.931659254997218, 35.771940020284944 23.939439255004466, 35.7608300202746 23.943329255008088, 35.74944002026399 23.942219255007053, 35.73222002024795 23.930549254996183, 35.72305002023941 23.92610925499205, 35.71249002022957 23.922219254988427, 35.6988800202169 23.921939254988168, 35.686100020205 23.925279254991278, 35.66638002018663 23.93471925500007, 35.654440020175514 23.93860925500369, 35.64083002016284 23.93832925500343, 35.6188900201424 23.931659254997218, 35.6061100201305 23.93471925500007, 35.598050020123 23.940549255005497, 35.583610020109546 23.954719255018695, 35.55861002008626 23.951389255015595, 35.549160020077466 23.95582925501973, 35.54861002007695 23.966109255029302, 35.55499002008289 23.97499925503758, 35.549440020077725 23.98277925504483, 35.536660020065824 23.98582925504767, 35.526110020055995 23.98277925504483, 35.51611002004668 23.977779255040172, 35.50833002003944 23.97165925503447, 35.50055002003219 23.96443925502775, 35.496380020028305 23.954999255018954, 35.48861002002107 23.94749925501197, 35.483050020015895 23.93832925500343, 35.48472002001745 23.926389254992312, 35.48805002002055 23.916659254983248, 35.48833002002081 23.90443925497187, 35.48416002001693 23.89332925496152, 35.48444002001719 23.88165925495065, 35.48722002001978 23.87138925494109, 35.48666002001926 23.85971925493022, 35.481110020014086 23.83582925490797, 35.47778002001098 23.824999254897882, 35.47583002000917 23.811939254885722, 35.47972002001279 23.80221925487667, 35.487780020020296 23.795829254870718, 35.491940020024174 23.786659254862176, 35.502490020033996 23.782779254858564, 35.50805002003918 23.792219254867355, 35.51221002004305 23.7824992548583, 35.51250002004332 23.76999925484666, 35.502490020033996 23.7663892548433, 35.49528002002728 23.758329254835793, 35.496380020028305 23.747219254825445, 35.50361002003504 23.740829254819495, 35.51028002004125 23.732499254811735, 35.51444002004513 23.723329254803197, 35.51611002004668 23.71221925479285, 35.51221002004305 23.671939254755337, 35.51028002004125 23.658889254743183, 35.506940020038144 23.647219254732313, 35.50194002003349 23.637779254723522, 35.49333002002547 23.630549254716787, 35.4944400200265 23.621669254708518, 35.498050020029865 23.611939254699458, 35.50361002003504 23.601939254690144, 35.50388002003529 23.593049254681862, 35.50083002003245 23.574439254664533, 35.502780020034265 23.54638925463841, 35.50166002003323 23.536659254629345, 35.49249002002468 23.508889254603485, 35.49055002002288 23.49915925459442, 35.49083002002314 23.48971925458563, 35.49361002002573 23.480549254577088, 35.4991600200309 23.47138925456856, 35.53388002006323 23.422779254523288, 35.53944002006841 23.413059254514234, 35.54361002007229 23.403329254505174, 35.5455500200741 23.394169254496642, 35.55222002008031 23.374719254478528, 35.55277002008083 23.365279254469737, 35.55222002008031 23.338329254444638, 35.55499002008289 23.309439254417732, 35.56555002009273 23.271939254382808, 35.56833002009532 23.2524992543647, 35.56805002009506 23.24360925435642, 35.570550020097386 23.23388925434737, 35.57889002010515 23.21582925433055, 35.586110020111875 23.20666925432202, 35.601390020126104 23.179169254296408, 35.62611002014913 23.141389254261224, 35.63072002015342 23.133069254253474, 35.63861002016077 23.11943925424078, 35.64278002016465 23.1105492542325, 35.66250002018302 23.04110925416783, 35.662770020183274 23.012219254140923, 35.66583002018612 22.99332925412333, 35.667220020187415 22.97555925410678, 35.67055002019052 22.96582925409772, 35.679990020199305 22.95999925409229, 35.69028002020889 22.951939254084785, 35.69639002021458 22.939999254073662, 35.70777002022518 22.921939254056845, 35.71111002022829 22.91221925404779, 35.7305500202464 22.894999254031752, 35.733330020248985 22.891389254028393, 35.7352800202508 22.88249925402011, 35.739710020254925 22.87610925401416))"
ABARAMBO,6780.70615803379,0,0,0,0,0,0,0,0,0,0,ABARAMBO,2,3.70295492914,26.7973,"POLYGON ((26.450801011603957 3.392839235868952, 26.452270011605325 3.3979792358737386, 26.412560011568342 3.4887492359582746, 26.37852001153664 3.579519236042811, 26.367170011526067 3.710009236164339, 26.327460011489087 3.8007792362488755, 26.321620011483645 3.8000492362481957, 26.34107001150176 3.8648892363085823, 26.397810011554604 3.910269236350846, 26.465880011618 3.967009236403689, 26.550980011697256 4.023739236456523, 26.63608001177651 4.046429236477655, 26.715510011850487 4.052099236482936, 26.834640011961433 4.029409236461803, 26.90272001202484 4.046429236477655, 27.010510012125227 4.0691192364987865, 27.09561001220448 4.091819236519927, 27.180710012283736 4.097489236525208, 27.22042001232072 4.046429236477655, 27.24879001234714 3.9783492364142505, 27.23177001233129 3.9045992363455655, 27.20340001230487 3.813829236261029, 27.186390012289028 3.7457492361976246, 27.152350012257326 3.6776692361342205, 27.141000012246753 3.6379592360972373, 27.135330012241475 3.5585292360232623, 27.141000012246753 3.473429235944007, 27.10696001221505 3.3940092358700413, 27.033210012146366 3.303239235785505, 26.90840001203013 3.297559235780215, 26.806280011935023 3.297559235780215, 26.698490011834636 3.3202592358013563, 26.585020011728957 3.359969235838339, 26.528290011676123 3.3713192358489095, 26.450801011603957 3.392839235868952))"
ABE,4031.345281013225,0,0,0,0,0,0,0,0,0,0,ABE,3,6.06953083698,-4.26032,"POLYGON ((-4.074770016825197 6.375219238646509, -4.018950016773211 6.263579238542537, -3.953630016712377 6.109189238398749, -3.9417500167013126 5.91916923822178, -3.9951900167510828 5.764779238077993, -4.026130016779898 5.683229238002044, -4.030732016784183 5.683787238002563, -4.196550016938613 5.703886238021282, -4.2327200169723 5.770709238083516, -4.280220017016537 5.830099238138827, -4.327730017060785 5.895419238199661, -4.416800017143737 5.960729238260486, -4.511810017232222 5.984489238282614, -4.6068200173207074 6.002299238299201, -4.672741017382101 6.017517238313373, -4.666200017376009 6.2992092385757195, -4.571190017287525 6.2992092385757195, -4.440550017165856 6.287329238564656, -4.327730017060785 6.322959238597838, -4.220840016961236 6.358589238631022, -4.078330016828513 6.382339238653141, -4.074770016825197 6.375219238646509))"
ACHOLI,27266.39825020345,0,0,0,0,0,0,0,0,0,0,ACHOLI,4,3.10812146411,32.6568,"POLYGON ((33.25899701794458 3.8853892363276747, 33.45547001812756 3.865739236309374, 33.4560410181281 3.863640236307419, 33.48449001815459 3.7593392362102813, 33.52318001819062 3.6916292361472216, 33.542520018208634 3.5948992360571346, 33.605924018267686 3.5269602359938617, 33.61023001827169 3.522349235989567, 33.63442001829422 3.459479235931015, 33.64892001830773 3.328899235809403, 33.64892001830773 3.082239235579683, 33.63442001829422 2.883949235395011, 33.62815601828839 2.8682882353804255, 33.6054000182672 2.8113992353274435, 33.563063018227766 2.7998522353166893, 33.499000018168104 2.7823792353004166, 33.34907001802847 2.7630392352824047, 33.14594001783929 2.7630392352824047, 32.99117001769515 2.743689235264384, 32.83641001755102 2.6759792352013236, 32.68164001740688 2.5647392350977234, 32.54622001728076 2.4293192349716035, 32.41564001715915 2.274559234827472, 32.32858001707807 2.2020092347599047, 32.32180001707175 2.2049402347626343, 32.14964001691141 2.2793892348319704, 31.990030016762766 2.3422692348905323, 31.81592001660061 2.3857992349310724, 31.68578101647941 2.4248392349674313, 31.69018001648351 2.4380292349797155, 31.66599001646098 2.602469235132862, 31.656320016451975 2.7427192352634804, 31.636327016433352 2.8826902353938384, 31.676550016470813 2.9899592354937403, 31.744850016534425 3.112899235608237, 31.806320016591673 3.1880292356782074, 31.901940016680726 3.263169235748187, 32.02489001679523 3.345129235824518, 32.12051001688428 3.386109235862684, 32.20930001696698 3.4202592358944885, 32.29809001704967 3.536369236002624, 32.373220017119635 3.700299236155296, 32.45519001719598 3.8642192363079584, 32.49448901723258 3.9777562364136982, 32.53032001726595 3.9598392363970114, 32.625940017355 3.9734992364097335, 32.68741001741225 3.987159236422455, 32.77620001749494 3.9256892363652067, 32.85816001757127 3.8505592362952368, 32.89232001760309 3.80274923625071, 32.9947700176985 3.7822592362316274, 33.083560017781195 3.7685992362189054, 33.138200017832084 3.7754292362252664, 33.23382001792113 3.8300692362761537, 33.26114001794658 3.8778792363206804, 33.25899701794458 3.8853892363276747))"
ADAMAWA,52749.42431977099,0,0,0,0,0,0,0,0,0,0,ADAMAWA,5,7.55609065696,13.1847,"POLYGON ((14.146050000144264 9.969429241993879, 14.146050000144264 9.878799241909473, 14.151610000149441 9.728689241769672, 14.196090000190868 9.611929241660931, 14.257250000247828 9.467379241526308, 14.301720000289242 9.361739241427923, 14.396240000377272 9.261669241334726, 14.474080000449765 9.150469241231162, 14.55747000052743 8.97811924107065, 14.55863000052851 8.978790241071273, 14.535230000506717 8.916399241013167, 14.543708000514611 8.89308924099146, 14.46296000043941 8.888599240987277, 14.424040000403162 8.955319241049414, 14.351760000335846 9.038719241127087, 14.273920000263352 9.122119241204759, 14.212770000206401 9.172149241251354, 14.134930000133908 9.177709241256531, 14.045970000051057 9.08875924117369, 13.995930000004453 8.994239241085662, 14.012610000019988 8.894159240992455, 14.051530000056236 8.782969240888901, 14.09601000009766 8.699569240811229, 14.15717000015462 8.57725924069732, 14.216270000209661 8.518159240642278, 14.19241000018744 8.446589240575623, 14.164040000161018 8.333129240469955, 14.130000000129316 8.25369924039598, 14.061920000065912 8.208319240353717, 13.988169999997227 8.208319240353717, 13.920089999933822 8.219659240364278, 13.829319999849286 8.299089240438253, 13.789609999812303 8.389859240522789, 13.747038999772656 8.470265240597673, 13.73854999976475 8.486299240612606, 13.710179999738328 8.594099240713003, 13.636429999669643 8.718909240829241, 13.534309999574537 8.792659240897926, 13.44921999949529 8.87207924097189, 13.352769999405464 8.928819241024735, 13.233629999294507 8.968529241061718, 13.148529999215251 8.917469241014164, 13.091799999162417 8.838039240940189, 13.086129999157137 8.747269240855653, 13.097479999167707 8.633809240749985, 13.125839999194119 8.520339240644308, 13.159879999225822 8.39552924052807, 13.193919999257524 8.27071924041183, 13.233629999294507 8.168599240316725, 13.239309999299797 8.038119240195206, 13.30170999935791 7.981389240142372, 13.299853999356182 7.976193240137532, 13.244979999305077 7.822539239994431, 13.236655999297325 7.821025239993022, 13.182569999246953 7.811189239983861, 13.125839999194119 7.822539239994431, 13.086129999157137 7.80551923997858, 13.063439999136005 7.782819239957439, 13.040739999114864 7.743109239920456, 13.046419999120154 7.697719239878183, 13.057759999130715 7.64666923983064, 13.057759999130715 7.584259239772516, 13.074779999146566 7.504829239698541, 13.074779999146566 7.431079239629856, 13.040739999114864 7.408389239608724, 12.978339999056749 7.414059239614005, 12.927279999009196 7.425409239624575, 12.87560499896107 7.430574239629386, 12.870549998956362 7.431079239629856, 12.84217999892994 7.516179239709111, 12.819489998908809 7.5729092397619455, 12.757079998850685 7.629649239814788, 12.671979998771429 7.658009239841201, 12.575539998681613 7.669359239851771, 12.490439998602357 7.6523392398359205, 12.456399998570655 7.612629239798937, 12.439379998554804 7.510509239703831, 12.422359998538953 7.48780923968269, 12.422136998538745 7.487857239682734, 12.342929998464978 7.504829239698541, 12.291879998417434 7.504829239698541, 12.23513999836459 7.49348923968798, 12.195429998327608 7.470789239666838, 12.189759998322327 7.419739239619295, 12.201099998332888 7.374349239577022, 12.212449998343459 7.311939239518898, 12.22946999835931 7.232519239444932, 12.24648999837516 7.102029239323404, 12.314569998438564 6.988569239217736, 12.428029998544233 6.909139239143761, 12.575539998681613 6.841069239080366, 12.791119998882387 6.829719239069796, 12.972659999051459 6.846739239085647, 13.233629999294507 6.869429239106778, 13.44353999949 6.8977992391332, 13.625089999659082 6.965879239196605, 13.766919999791172 7.05097923927586, 13.931439999944393 7.113379239333975, 14.027890000034219 7.175789239392098, 14.215100000208572 7.243869239455503, 14.296040000283952 7.2629102394732366, 14.311550000298398 7.266559239476635, 14.413670000393504 7.255209239466064, 14.532800000504453 7.204149239418511, 14.634920000599559 7.141749239360396, 14.725690000684095 7.05097923927586, 14.725690000684095 6.992039239220968, 14.725690000684095 6.965879239196605, 14.680310000641832 6.880779239117349, 14.64059000060484 6.838799239078252, 14.527130000499172 6.753699238998997, 14.430690000409355 6.696969238946163, 14.328570000314249 6.668599238919741, 14.181060000176869 6.645909238898609, 14.056250000060631 6.668599238919741, 13.982499999991946 6.719659238967294, 13.89739999991269 6.736679238983145, 13.772589999796452 6.7139892389620135, 13.687489999717197 6.7139892389620135, 13.579699999616809 6.691289238940873, 13.45488999950057 6.640229238893319, 13.381139999431886 6.600519238856337, 13.267669999326209 6.5608092388193535, 13.125839999194119 6.4870592387506685, 13.069109999141284 6.401959238671413, 13.120169999188839 6.322529238597438, 13.165549999231102 6.305509238581587, 13.261999999320928 6.294169238571026, 13.347099999400184 6.282819238560455, 13.44353999949 6.254449238534034, 13.534309999574537 6.231759238512902, 13.636429999669643 6.20338923848648, 13.778259999801733 6.129639238417795, 13.86902999988627 5.999159238296277, 13.920089999933822 5.817609238127194, 13.937109999949673 5.701879238019413, 13.959809999970814 5.605439237929596, 13.954129999965524 5.503319237834489, 13.914419999928542 5.429569237765804, 13.857689999875708 5.3898492377288125, 13.793799999816205 5.354999237696355, 13.794129999816512 5.3612592377021855, 13.75165999977696 5.391599237730442, 13.690989999720456 5.470469237803895, 13.64244999967525 5.567539237894299, 13.581789999618756 5.682809238001653, 13.515049999556599 5.737409238052503, 13.375509999426642 5.792009238103353, 13.266309999324942 5.8223492381316095, 13.229899999291032 5.876949238182459, 13.120699999189332 5.91334923821636, 13.041829999115878 5.9376192382389625, 12.971701999050566 5.946969238247671, 12.973119999051887 5.958299238258222, 12.238541998367758 6.146499238433497, 12.24112999837017 6.153829238440324, 12.079399998219547 6.255479238534993, 11.982359998129171 6.301689238578029, 11.91304999806462 6.380239238651185, 11.848359998004373 6.47727923874156, 11.844171998000473 6.475963238740334, 11.890729998043833 6.579439238836704, 11.933779998083926 6.727039238974167, 11.989129998135475 6.856189239094448, 12.019879998164114 6.997639239226183, 11.982979998129748 7.1144892393350085, 11.933779998083926 7.212889239426651, 11.841529997998013 7.311279239518283, 11.767729997929282 7.39737923959847, 11.700559997866725 7.49509023968947, 11.706229997872004 7.495779239690112, 11.72463899788915 7.888479240055843, 11.841529997998013 7.938579240102502, 11.982979998129748 8.018529240176962, 12.087881998227445 8.055018240210945, 12.133399998269837 8.014049240172788, 12.227919998357866 7.986249240146898, 12.33911999846143 7.952889240115829, 12.450309998564983 7.925089240089938, 12.583749998689258 7.925089240089938, 12.722739998818703 7.952889240115829, 12.845059998932623 7.997369240157254, 12.917329998999929 8.019609240177967, 12.961809999041355 8.114119240265985, 12.94512999902582 8.19751924034366, 12.906209998989572 8.275359240416153, 12.861739998948156 8.330959240467934, 12.800579998891196 8.408789240540418, 12.717179998813524 8.458829240587022, 12.6726999987721 8.503309240628449, 12.635990998737912 8.549197240671184, 12.708669998805599 8.664269240778353, 12.705469998802618 8.666269240780217, 12.788619998880058 8.744219240852813, 12.80706999889724 8.848769240950183, 12.831669998920152 8.953309241047544, 12.874719998960245 9.082459241167824, 12.905469998988883 9.193159241270921, 12.960819999040432 9.266959241339652, 12.95937899903909 9.2682992413409, 13.015189999091069 9.279459241351294, 13.09857999916873 9.318379241387541, 13.204219999267115 9.362849241428957, 13.443289999489767 9.479609241537698, 13.44258299948911 9.482959241540819, 13.51778999955915 9.474609241533042, 13.612309999647179 9.480169241538219, 13.70126999973003 9.519089241574466, 13.790219999812871 9.624719241672842, 13.879179999895722 9.741479241781583, 13.957019999968216 9.858229241890315, 13.979259999988928 9.952749241978344, 13.98983799999878 9.995080242017767, 14.057090000061413 9.986109242009412, 14.146050000144264 9.969429241993879))"
