 # region_id(#) cells(#) SQ(maximum) SQ(requested) SQ(realized)
       4    8996    556813.        300000.        300000.         100.0
       8     468    21168.5        4450.00        4450.00         100.0
      12   30792   0.223583E+07    318290.        318198.         100.0
      16       5    66.5879        0.00000        0.00000         100.0
      20       8    458.604        250.000        250.000         100.0
      24   15008   0.121747E+07    540000.        539998.         100.0
      28      13    338.101        40.0000        0.00000           0.0
      31    1351    64509.4        26780.0        26780.0         100.0
      32       3    0.00000        998870.        0.00000           0.0
      36  100856   0.718646E+07   0.407900E+07   0.407902E+07     100.0
      40    1441    66426.0        19200.0        19200.0         100.0
      44     232    9789.87        20.0000        0.00000           0.0
      48      14    705.596        40.0000        40.0000         100.0
      50    1849    51771.1        6000.00        6000.00         100.0
      51     448    22809.5        8350.00        8350.01         100.0
      52      11    206.886        20.0000        0.00000           0.0
      56     568    19203.6        6860.00        6859.99         100.0
      60       0    0.00000        10.0000        0.00000           0.0
      64     519    37051.4        4150.00        4150.00         100.0
      68   13225   0.104977E+07    338310.        338265.         100.0
      70     837    40070.1        10300.0        10292.7          99.9
      72    7301    575545.        256000.        256000.         100.0
      76       0    0.00000       0.185000E+07    0.00000           0.0
      84     288    20529.9        500.000        500.000         100.0
      86       0    0.00000        0.00000        0.00000         100.0
      90     536    27794.9        70.0000        70.0000         100.0
      92       0    0.00000        50.0000        0.00000           0.0
      96      77    5678.53        60.0000        60.0000         100.0
     100    1769    71509.2        18040.0        18031.9         100.0
     104    8592    562256.        3140.00        3139.99         100.0
     108     297    11390.0        9500.00        9499.85         100.0
     112    4023    140657.        29950.0        29945.8         100.0
     116    2192    139556.        9300.00        9297.11         100.0
     120    5484    392687.        20000.0        20000.0         100.0
     124       0    0.00000        154350.        0.00000           0.0
     132      93    3751.42        250.000        0.00000           0.0
     136       0    0.00000        20.0000        0.00000           0.0
     140    7306    602246.        31250.0        31250.0         100.0
     144     839    45959.4        4390.00        4390.00         100.0
     148   15419   0.123760E+07    450000.        449999.         100.0
     152   12125    693462.        129300.        129294.         100.0
     156  137356   0.776812E+07   0.400001E+07   0.399728E+07      99.9
     158     514    25875.7        8000.00        7997.98         100.0
     162       0    0.00000        0.00000        0.00000         100.0
     166       0    0.00000        0.00000        0.00000         100.0
     170   13459   0.109213E+07    403140.        403139.         100.0
     174      36    328.729        150.000        0.00000           0.0
     178    4001    335333.        100000.        99915.1          99.9
     180   27148   0.222426E+07    150000.        149999.         100.0
     184       0    0.00000        0.00000        0.00000         100.0
     188     679    45602.7        23400.0        23399.8         100.0
     191    1028    39021.5        15700.0        15698.9         100.0
     192    1572    61915.5        22200.0        22200.0         100.0
     196     170    8175.12        40.0000        40.0000         100.0
     203    1416    43696.5        9610.00        9610.00         100.0
     204    1369    88231.1        5500.00        5500.00         100.0
     208    1103    17200.3        3580.00        3580.00         100.0
     212      15    569.401        20.0000        0.00000           0.0
     214     669    34492.3        21000.0        20997.5         100.0
     218    2962    217876.        50870.0        50862.8         100.0
     222     264    11107.2        7940.00        7936.33         100.0
     226     335    24535.0        1040.00        1040.00         100.0
     231   13332   0.101941E+07    200000.        199999.         100.0
     232    1540    116735.        69670.0        69667.6         100.0
     233    1060    33960.8        1310.00        1310.00         100.0
     234      56    1089.61        11300.0        0.00000           0.0
     238     246    10344.5        0.00000        0.00000         100.0
     242     263    13831.3        1750.00        0.00000           0.0
     246    9150    280821.        260.000        260.000         100.0
     250    9494    339870.        101240.        101217.         100.0
     254     980    82716.2        70.0000        70.0000         100.0
     258       0    0.00000        200.000        0.00000           0.0
     262     268    21499.6        16000.0        15591.2          97.4
     266    3124    258716.        46650.0        46650.0         100.0
     268    1120    58998.5        19380.0        19380.0         100.0
     270     139    7218.01        4590.00        4590.00         100.0
     275       0    0.00000        1500.00        0.00000           0.0
