 # Regn popcount reference requested realised popurban requested realised land(km2) urban(km2) lowest_urban_pop_density(cap/km2)
    768001          63.          63.          63.           2.           2.      13413.9          0.3          7.0
    768002          99.          99.          99.           3.           3.      11599.6          0.5         13.1
    768003         239.         239.         239.           7.           7.       5955.5          1.2         60.7
    768004         151.         151.         151.           4.           4.      17709.1          0.8         10.7
    768005          76.          76.          76.           2.           2.       8778.2          0.4         14.1
    212001          28.          28.          28.           2.           2.        763.5          0.2         62.4
    762004         358.         358.         358.          34.          34.      24361.0          6.4         89.2
    762003         250.         250.         250.          24.          24.      26663.1          4.5         53.3
    762001         135.         135.         135.          13.          13.        268.6          2.4        681.5
    762005         388.         388.         388.          37.          37.      23511.6          7.0         42.5
    762002          37.          37.          37.           4.           4.      52008.3          0.7          2.2
    666002           5.           5.           5.           3.           3.        202.2          0.8        210.5
    760004         140.         140.         140.          20.          20.      22503.7          2.2         23.7
    760009         116.         116.         116.          16.          16.       2628.7          1.8        453.2
    760010          42.          42.          42.           6.           6.       1727.3          0.6         57.4
    760011          70.          71.          71.          10.          10.      17790.5          1.1         42.9
    760013          40.          40.          40.           6.           6.       5849.2          0.6         59.5
    760002          55.          55.          55.           8.           8.       3679.3          0.9         35.6
    760003          87.          88.          88.          12.          12.      26753.6          1.4         37.6
    760001         366.         366.         366.          52.          52.      15975.3          5.7        591.4
    760006         379.         379.         379.          54.          54.      18862.6          5.9        599.9
    760007         147.         147.         147.          21.          21.       9962.2          2.3         99.8
    760005         159.         159.         159.          23.          23.      46776.8          2.5        292.4
    760012         119.         119.         119.          17.          17.        143.1          1.8       1381.3
    760008          88.          88.          88.          12.          12.       5574.6          1.4         46.8
    760014         146.         146.         146.          21.          21.       1892.0          2.3        474.0
    214002          52.          52.          52.           8.           8.       2317.8          0.8        158.8
    214003           4.           4.           4.           1.           1.       1197.8          0.1          9.7
    214004          20.          20.          20.           3.           3.       1615.8          0.3        107.9
    214005          10.          10.          10.           2.           2.        809.7          0.2         53.9
    214001         129.         129.         129.          19.          19.       1251.9          1.9        798.3
    214006          28.          28.          28.           4.           4.       1297.2          0.4        114.4
    214008          46.          46.          46.           7.           7.       1478.4          0.7        133.4
    214009           5.           5.           5.           1.           1.       1067.8          0.1         15.4
    214030           3.           3.           3.           1.           1.       1476.6          0.1         11.7
    214010           4.           4.           4.           1.           1.       1704.8          0.1         11.4
    214011           9.           9.           9.           1.           1.       3050.7          0.1         28.9
    214007          30.          30.          30.           4.           4.       1673.0          0.4        364.9
    214012           3.           3.           3.           0.           0.        575.1          0.0         61.9
    214013          74.          74.          74.          11.          11.       2353.9          1.1        242.4
    214014           5.           5.           5.           1.           1.       1498.7          0.1         15.7
    214028           8.           8.           8.           1.           1.        893.6          0.1         40.2
    214015          28.          28.          28.           4.           4.       2008.2          0.4         48.1
    214029          12.          12.          12.           2.           2.       2763.3          0.2          9.5
    214016           1.           1.           1.           0.           0.        998.7          0.0          2.9
    214017          20.          20.          20.           3.           3.       1752.3          0.3         59.4
    214018          40.          40.          40.           6.           6.       1706.1          0.6        228.6
    214019           5.           5.           5.           1.           1.        485.9          0.1         20.4
    214020          13.          13.          13.           2.           2.        890.1          0.2         40.2
    214021          42.          42.          42.           6.           6.        996.5          0.6        156.0
    214022          21.          21.          21.           3.           3.       3494.2          0.3         68.3
